CancerType,ENSG,cMDT,GeneName,Count,Total,Frequency
CervixUteri.Cervix-SCC,ENSG00000070010,ENST00000360834,UFD1L,1,18,0.06
CervixUteri.Cervix-SCC,ENSG00000064933,ENST00000447232,PMS1,1,18,0.06
CervixUteri.Cervix-SCC,ENSG00000043143,ENST00000430087,JADE2,1,18,0.06
CervixUteri.Cervix-SCC,ENSG00000042493,ENST00000453973,CAPG,1,18,0.06
CervixUteri.Cervix-SCC,ENSG00000023171,ENST00000450171,GRAMD1B,1,18,0.06
CervixUteri.Cervix-SCC,ENSG00000013725,ENST00000346437,CD6,1,18,0.06
CervixUteri.Cervix-SCC,ENSG00000003400,ENST00000374650,CASP10,1,18,0.06
Breast.Breast-AdenoCA,ENSG00000138207,ENST00000371469,RBP4,5,85,0.06
Brain.CNS-Oligo,ENSG00000214050,ENST00000346498,FBXO16,1,18,0.06
Brain.CNS-Oligo,ENSG00000165752,ENST00000368625,STK32C,1,18,0.06
Brain.CNS-Oligo,ENSG00000164402,ENST00000458488,SEPT8,1,18,0.06
Brain.CNS-Oligo,ENSG00000134313,ENST00000256707,KIDINS220,1,18,0.06
Brain.CNS-Oligo,ENSG00000128596,ENST00000297788,CCDC136,1,18,0.06
Brain.CNS-Oligo,ENSG00000124140,ENST00000454036,SLC12A5,1,18,0.06
Brain.CNS-Oligo,ENSG00000117139,ENST00000235790,KDM5B,1,18,0.06
Brain.CNS-Oligo,ENSG00000116337,ENST00000342115,AMPD2,1,18,0.06
Brain.CNS-Oligo,ENSG00000113763,ENST00000329542,UNC5A,1,18,0.06
Brain.CNS-Oligo,ENSG00000111790,ENST00000229395,FGFR1OP2,1,18,0.06
Brain.CNS-Oligo,ENSG00000072952,ENST00000423302,MRVI1,1,18,0.06
Brain.CNS-Oligo,ENSG00000072163,ENST00000545738,LIMS2,1,18,0.06
Blood.Lymph-CLL,ENSG00000188452,ENST00000409440,CERKL,4,68,0.06
Blood.Lymph-CLL,ENSG00000185291,ENST00000432757,IL3RA,4,68,0.06
Blood.Lymph-CLL,ENSG00000185291,ENST00000381469,IL3RA,4,68,0.06
Blood.Lymph-CLL,ENSG00000169727,ENST00000584460,GPS1,4,68,0.06
Blood.Lymph-CLL,ENSG00000166595,ENST00000562362,FAM96B,4,68,0.06
Blood.Lymph-CLL,ENSG00000162604,ENST00000371177,TM2D1,4,68,0.06
Blood.Lymph-CLL,ENSG00000160404,ENST00000373281,TOR2A,4,68,0.06
Blood.Lymph-CLL,ENSG00000149541,ENST00000532585,B3GAT3,4,68,0.06
Blood.Lymph-CLL,ENSG00000141574,ENST00000582563,SECTM1,4,68,0.06
Blood.Lymph-CLL,ENSG00000135446,ENST00000546489,CDK4,4,68,0.06
Blood.Lymph-CLL,ENSG00000121064,ENST00000576154,SCPEP1,4,68,0.06
Blood.Lymph-CLL,ENSG00000110931,ENST00000324774,CAMKK2,4,68,0.06
Blood.Lymph-CLL,ENSG00000107331,ENST00000464876,ABCA2,4,68,0.06
Blood.Lymph-CLL,ENSG00000090013,ENST00000597870,BLVRB,4,68,0.06
Blood.Lymph-CLL,ENSG00000084072,ENST00000372830,PPIE,4,68,0.06
Blood.Lymph-CLL,ENSG00000060982,ENST00000342945,BCAT1,4,68,0.06
Blood.Lymph-BNHL,ENSG00000140750,ENST00000571843,ARHGAP17,6,103,0.06
Uterus.Uterus-AdenoCA,ENSG00000267596,ENST00000354059,CCL15,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000198756,ENST00000367521,COLGALT2,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000196155,ENST00000567136,PLEKHG4,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000188811,ENST00000379599,NHLRC3,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000187838,ENST00000576362,TMEM256-PLSCR3,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000185344,ENST00000544833,ATP6V0A2,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000182923,ENST00000514678,CEP63,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000182173,ENST00000545228,TSEN54,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000181789,ENST00000509889,COPG1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000176463,ENST00000555210,SLCO3A1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000175463,ENST00000542590,TBC1D10C,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000166788,ENST00000531751,SAAL1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000159593,ENST00000566663,NAE1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000158201,ENST00000580981,ABHD3,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000156269,ENST00000286794,NAA11,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000156042,ENST00000401621,TTC18,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000151743,ENST00000537562,AMN1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000151465,ENST00000440613,CDC123,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000151322,ENST00000552696,NPAS3,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000149260,ENST00000456580,CAPN5,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000146776,ENST00000388807,ATXN7L1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000141140,ENST00000268852,MYO19,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000135905,ENST00000535663,DOCK10,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000135541,ENST00000527681,AHI1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000134532,ENST00000396007,SOX5,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000134014,ENST00000517975,ELP3,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000124222,ENST00000359617,STX16,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000120693,ENST00000350148,SMAD9,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000119185,ENST00000360635,ITGB1BP1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000118705,ENST00000437329,RPN2,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000116285,ENST00000474874,ERRFI1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000110079,ENST00000395016,MS4A4A,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000106477,ENST00000489512,CEP41,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000102471,ENST00000465762,NDFIP2,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000087088,ENST00000506183,BAX,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000075618,ENST00000340250,FSCN1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000065665,ENST00000298428,SEC61A2,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000064933,ENST00000409593,PMS1,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000058091,ENST00000265741,CDK14,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000055950,ENST00000299179,MRPL43,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000048052,ENST00000405010,HDAC9,2,44,0.05
Uterus.Uterus-AdenoCA,ENSG00000010295,ENST00000396840,IFFO1,2,44,0.05
Prostate.Prost-AdenoCA,ENSG00000241635,ENST00000609767,UGT1A8,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000175305,ENST00000396133,CCNE2,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000175161,ENST00000407528,CADM2,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000170832,ENST00000300896,USP32,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000168661,ENST00000601957,ZNF30,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000168661,ENST00000303586,ZNF30,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000166509,ENST00000299642,CLEC3A,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000164434,ENST00000368444,FABP7,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000151466,ENST00000506368,SCLT1,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000145860,ENST00000424310,RNF145,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000138347,ENST00000354393,MYPN,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000138041,ENST00000345102,SMEK2,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000128805,ENST00000374172,ARHGAP22,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000127863,ENST00000382258,TNFRSF19,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000115652,ENST00000409501,UXS1,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000113889,ENST00000287611,KNG1,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000109674,ENST00000264596,NEIL3,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000103024,ENST00000564628,NME3,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000103024,ENST00000219302,NME3,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000092529,ENST00000397163,CAPN3,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000048052,ENST00000406451,HDAC9,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000035403,ENST00000372755,VCL,1,19,0.05
Prostate.Prost-AdenoCA,ENSG00000035403,ENST00000211998,VCL,1,19,0.05
Pancreas.Panc-AdenoCA,ENSG00000229809,ENST00000567855,ZNF688,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000198910,ENST00000361699,L1CAM,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000188316,ENST00000369207,ENO4,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000187021,ENST00000531984,PNLIPRP1,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000185615,ENST00000404312,PDIA2,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000185187,ENST00000526395,SIGIRR,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000184923,ENST00000381689,NUTM2A,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000181392,ENST00000340477,SYNE4,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000174871,ENST00000528852,CNIH2,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000173933,ENST00000310092,RBM4,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000171903,ENST00000326742,CYP4F11,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000168781,ENST00000334933,PPIP5K1,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000164953,ENST00000323130,TMEM67,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000154957,ENST00000580306,ZNF18,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000152520,ENST00000380958,PAN3,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000147419,ENST00000517979,CCDC25,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000139160,ENST00000539633,METTL20,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000138834,ENST00000567849,MAPK8IP3,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000138756,ENST00000335016,BMP2K,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000138448,ENST00000433736,ITGAV,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000128298,ENST00000332536,BAIAP2L2,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000123810,ENST00000594416,B9D2,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000117713,ENST00000374152,ARID1A,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000116984,ENST00000535889,MTR,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000116852,ENST00000461742,KIF21B,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000115970,ENST00000403856,THADA,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000114904,ENST00000383721,NEK4,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000108506,ENST00000251334,INTS2,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000106526,ENST00000477871,ACTR3C,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000104490,ENST00000524137,NCALD,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000101605,ENST00000261606,MYOM1,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000100211,ENST00000411557,CBY1,4,75,0.05
Pancreas.Panc-AdenoCA,ENSG00000059758,ENST00000543119,CDK17,4,75,0.05
Ovary.Ovary-AdenoCA,ENSG00000258465,ENST00000556710,DCAF8,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000253309,ENST00000521255,SERPINE3,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000215883,ENST00000419823,CYB5RL,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000196220,ENST00000360413,SRGAP3,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000187790,ENST00000542564,FANCM,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000186094,ENST00000371838,AGBL4,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000186007,ENST00000367154,LEMD1,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000183808,ENST00000517700,RBM12B,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000178662,ENST00000421875,CSRNP3,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000170906,ENST00000419113,NDUFA3,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000167419,ENST00000581008,LPO,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000167419,ENST00000262290,LPO,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000163564,ENST00000368140,PYHIN1,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000157764,ENST00000479537,BRAF,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000153982,ENST00000579076,GDPD1,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000152689,ENST00000403687,RASGRP3,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000144785,ENST00000547423,RP11-977G19.10,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000140945,ENST00000567445,CDH13,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000138735,ENST00000503412,PDE5A,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000133740,ENST00000418930,E2F5,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000133103,ENST00000356576,COG6,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000130540,ENST00000432404,SULT4A1,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000124006,ENST00000373873,OBSL1,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000123143,ENST00000242783,PKN1,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000119969,ENST00000394045,HELLS,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000115935,ENST00000409415,WIPF1,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000107679,ENST00000368990,PLEKHA1,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000106327,ENST00000223051,TFR2,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000105993,ENST00000262177,DNAJB6,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000105499,ENST00000599111,PLA2G4C,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000105290,ENST00000587274,APLP1,5,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000087495,ENST00000395639,PHACTR3,6,110,0.05
Ovary.Ovary-AdenoCA,ENSG00000034239,ENST00000523092,EFCAB1,5,110,0.05
Lung.Lung-AdenoCA,ENSG00000176358,ENST00000326219,TAC4,2,37,0.05
Lung.Lung-AdenoCA,ENSG00000156381,ENST00000286918,ANKRD9,2,37,0.05
Lung.Lung-AdenoCA,ENSG00000084734,ENST00000264717,GCKR,2,37,0.05
Lung.Lung-AdenoCA,ENSG00000001084,ENST00000505197,GCLC,2,37,0.05
Liver.Liver-HCC,ENSG00000169629,ENST00000302558,RGPD8,5,100,0.05
Liver.Liver-HCC,ENSG00000162129,ENST00000538039,CLPB,5,100,0.05
Liver.Liver-HCC,ENSG00000144895,ENST00000460851,EIF2A,5,100,0.05
Liver.Liver-HCC,ENSG00000116785,ENST00000391985,CFHR3,5,100,0.05
Liver.Liver-HCC,ENSG00000109184,ENST00000381441,DCUN1D4,5,100,0.05
Liver.Liver-HCC,ENSG00000092607,ENST00000369429,TBX15,5,100,0.05
Liver.Liver-HCC,ENSG00000065665,ENST00000475268,SEC61A2,5,100,0.05
Liver.Liver-HCC,ENSG00000064763,ENST00000536681,FAR2,5,100,0.05
Kidney.Kidney-RCC,ENSG00000167645,ENST00000591755,YIF1B,6,117,0.05
Kidney.Kidney-RCC,ENSG00000166268,ENST00000552032,MYRFL,6,117,0.05
Kidney.Kidney-RCC,ENSG00000113597,ENST00000399438,TRAPPC13,6,117,0.05
Kidney.Kidney-ChRCC,ENSG00000204653,ENST00000376916,ASPDH,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000185090,ENST00000373045,MANEAL,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000177426,ENST00000548489,TGIF1,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000168675,ENST00000587757,LDLRAD4,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000165801,ENST00000553709,ARHGEF40,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000164266,ENST00000510027,SPINK1,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000151572,ENST00000392979,ANO4,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000150672,ENST00000398299,DLG2,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000143418,ENST00000368954,CERS2,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000138835,ENST00000343817,RGS3,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000126777,ENST00000395314,KTN1,2,43,0.05
Kidney.Kidney-ChRCC,ENSG00000107105,ENST00000380110,ELAVL2,2,43,0.05
Breast.Breast-AdenoCA,ENSG00000160191,ENST00000335512,PDE9A,4,85,0.05
Breast.Breast-AdenoCA,ENSG00000139436,ENST00000361006,GIT2,4,85,0.05
Breast.Breast-AdenoCA,ENSG00000133665,ENST00000411538,DYDC2,4,85,0.05
Breast.Breast-AdenoCA,ENSG00000093183,ENST00000451653,SEC22C,4,85,0.05
Thyroid.Thy-AdenoCA,ENSG00000242372,ENST00000440766,EIF6,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000171853,ENST00000416918,TRAPPC12,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000166816,ENST00000450168,LDHD,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000153113,ENST00000437034,CAST,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000144057,ENST00000361803,ST6GAL2,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000133477,ENST00000473717,FAM83F,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000133475,ENST00000405188,GGT2,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000115041,ENST00000360990,KCNIP3,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000104980,ENST00000595565,TIMM44,2,47,0.04
Thyroid.Thy-AdenoCA,ENSG00000006015,ENST00000595490,C19orf60,2,47,0.04
Pancreas.Panc-AdenoCA,ENSG00000205517,ENST00000567431,RGL3,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000198753,ENST00000455214,PLXNB3,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000198130,ENST00000416732,HIBCH,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000198093,ENST00000595418,ZNF649,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000196549,ENST00000382989,MME,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000188559,ENST00000202677,RALGAPA2,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000183628,ENST00000608842,DGCR6,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000183426,ENST00000424549,NPIPA1,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000183092,ENST00000554356,BEGAIN,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000177595,ENST00000411829,PIDD,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000174891,ENST00000471994,RSRC1,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000171282,ENST00000307745,RP11-1055B8.7,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000171049,ENST00000598953,FPR2,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000169862,ENST00000513588,CTNND2,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000164318,ENST00000336740,EGFLAM,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000164199,ENST00000509621,GPR98,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000164199,ENST00000405460,GPR98,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000163521,ENST00000424620,GLB1L,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000155066,ENST00000431567,PROM2,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000154040,ENST00000399499,CABYR,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000152582,ENST00000505847,SPEF2,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000151332,ENST00000605579,MBIP,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000148082,ENST00000375830,SHC3,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000144063,ENST00000427178,MALL,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000143322,ENST00000392043,ABL2,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000141293,ENST00000581419,SKAP1,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000139926,ENST00000344768,FRMD6,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000139597,ENST00000380139,N4BP2L1,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000139574,ENST00000267017,NPFF,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000135063,ENST00000303068,FAM189A2,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000134769,ENST00000598334,DTNA,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000130649,ENST00000541261,CYP2E1,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000128059,ENST00000510643,PPAT,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000118557,ENST00000540440,PMFBP1,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000115525,ENST00000393805,ST3GAL5,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000114120,ENST00000324194,SLC25A36,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000110429,ENST00000448981,FBXO3,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000110400,ENST00000340882,PVRL1,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000106479,ENST00000460379,ZNF862,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000104490,ENST00000523645,NCALD,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000103375,ENST00000219660,AQP8,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000100376,ENST00000405673,FAM118A,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000099904,ENST00000436518,ZDHHC8,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000095637,ENST00000371249,SORBS1,3,75,0.04
Pancreas.Panc-AdenoCA,ENSG00000092148,ENST00000553700,HECTD1,3,75,0.04
Ovary.Ovary-AdenoCA,ENSG00000267360,ENST00000585860,CTC-454I21.3,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000204677,ENST00000511189,FAM153C,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000197841,ENST00000599244,ZNF181,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000184792,ENST00000431368,OSBP2,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000184206,ENST00000424966,GOLGA6L4,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000176463,ENST00000424469,SLCO3A1,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000170469,ENST00000302091,SPATA24,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000169891,ENST00000357277,REPS2,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000164823,ENST00000520659,OSGIN2,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000154274,ENST00000284437,C4orf19,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000152689,ENST00000402538,RASGRP3,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000139910,ENST00000344429,NOVA1,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000138674,ENST00000506495,SEC31A,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000138161,ENST00000338948,CUZD1,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000134245,ENST00000256640,WNT2B,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000130038,ENST00000444507,EFCAB4B,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000115419,ENST00000320717,GLS,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000109846,ENST00000533280,CRYAB,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000100625,ENST00000556952,SIX4,4,110,0.04
Ovary.Ovary-AdenoCA,ENSG00000056586,ENST00000471874,RC3H2,4,110,0.04
Lung.Lung-SCC,ENSG00000154162,ENST00000382254,CDH12,2,47,0.04
Lung.Lung-SCC,ENSG00000145349,ENST00000513132,CAMK2D,2,47,0.04
Lung.Lung-SCC,ENSG00000117226,ENST00000235878,GBP3,2,47,0.04
Liver.Liver-HCC,ENSG00000156265,ENST00000339024,MAP3K7CL,4,100,0.04
Liver.Liver-HCC,ENSG00000141391,ENST00000587862,SLMO1,4,100,0.04
Liver.Liver-HCC,ENSG00000062370,ENST00000588057,ZNF112,4,100,0.04
Kidney.Kidney-RCC,ENSG00000204991,ENST00000563972,SPIRE2,5,117,0.04
Kidney.Kidney-RCC,ENSG00000182557,ENST00000355530,SPNS3,5,117,0.04
Kidney.Kidney-RCC,ENSG00000179364,ENST00000325438,PACS2,5,117,0.04
Kidney.Kidney-RCC,ENSG00000171865,ENST00000436842,RNASEH1,5,117,0.04
Kidney.Kidney-RCC,ENSG00000170545,ENST00000380103,SMAGP,5,117,0.04
Kidney.Kidney-RCC,ENSG00000163486,ENST00000439126,SRGAP2,5,117,0.04
Kidney.Kidney-RCC,ENSG00000137449,ENST00000382401,CPEB2,5,117,0.04
Kidney.Kidney-RCC,ENSG00000123191,ENST00000344297,ATP7B,5,117,0.04
Kidney.Kidney-RCC,ENSG00000123130,ENST00000379303,ACOT9,5,117,0.04
Kidney.Kidney-RCC,ENSG00000120088,ENST00000293493,CRHR1,5,117,0.04
Kidney.Kidney-RCC,ENSG00000095383,ENST00000342112,TBC1D2,5,117,0.04
Kidney.Kidney-RCC,ENSG00000064042,ENST00000396595,LIMCH1,5,117,0.04
Colon.ColoRect-AdenoCA,ENSG00000247077,ENST00000454808,PGAM5,2,51,0.04
Colon.ColoRect-AdenoCA,ENSG00000243649,ENST00000460718,CFB,2,51,0.04
Colon.ColoRect-AdenoCA,ENSG00000241644,ENST00000409539,INMT,2,51,0.04
Colon.ColoRect-AdenoCA,ENSG00000225830,ENST00000462247,ERCC6,2,51,0.04
